Id,sustain_app__Data_Source__c,sustain_app__EconomicSectorCategory__c,sustain_app__EconomicSectorCode__c,sustain_app__EconomicSector__c,sustain_app__GhgScope3Category__c,sustain_app__Total_tCO2e_per_Million__c,sustain_app__EmissionFactorScope3Dataset__c,Name,RecordTypeId,sustain_app__EmissionFactorScope3Dataset__r.Name,RecordType.$$DeveloperName$NamespacePrefix$SobjectType
a0F1g000002oOnpEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Machinery,333994,Industrial process furnace and oven manufacturing,CapitalGoods,12.07362992,a0E1g000004Gh1XEAS,Industrial process furnace and oven manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnqEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Machinery,33399B,Fluid power process machinery,CapitalGoods,12.83863009,a0E1g000004Gh1XEAS,Fluid power process machinery,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqTEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Motor vehicle and parts dealers,441000,Motor vehicle and parts dealers,PurchasedGoodsServices,4.722588963,a0E1g000004Gh1XEAS,Motor vehicle and parts dealers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqUEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Food and beverage stores,445000,Food and beverage stores,PurchasedGoodsServices,5.124155791,a0E1g000004Gh1XEAS,Food and beverage stores,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqVEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,General merchandise stores,452000,General merchandise stores,PurchasedGoodsServices,5.179325315,a0E1g000004Gh1XEAS,General merchandise stores,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqWEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Other retail,4A0000,Other retail,PurchasedGoodsServices,4.376266662,a0E1g000004Gh1XEAS,Other retail,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqXEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Air transportation,481000,Air transportation,BusinessTravel,784.0978388,a0E1g000004Gh1XEAS,Air transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqYEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Rail transportation,482000,Rail transportation,BusinessTravel,509.3888864,a0E1g000004Gh1XEAS,Rail transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqZEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Water transportation,483000,Water transportation,BusinessTravel,428.7665714,a0E1g000004Gh1XEAS,Water transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqaEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Truck transportation,484000,Truck transportation,UpstreamTransportationDistr,1262.969344,a0E1g000004Gh1XEAS,Truck transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqbEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Transit and ground passenger transportation,485000,Transit and ground passenger transportation,BusinessTravel,285.0371625,a0E1g000004Gh1XEAS,Transit and ground passenger transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqcEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Pipeline transportation,486000,Pipeline transportation,FuelEnergyRelated,81.19321363,a0E1g000004Gh1XEAS,Pipeline transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqdEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Other transportation and support activities,48A000,Scenic and sightseeing transportation and support activities for transportation,BusinessTravel,1.651077248,a0E1g000004Gh1XEAS,Scenic and sightseeing transportation and support activities for transportation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqeEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Other transportation and support activities,492000,Couriers and messengers,PurchasedGoodsServices,8.150091983,a0E1g000004Gh1XEAS,Couriers and messengers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnrEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334111,Electronic computer manufacturing,PurchasedGoodsServices,1.780508007,a0E1g000004Gh1XEAS,Electronic computer manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnsEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334112,Computer storage device manufacturing,PurchasedGoodsServices,2.01390611,a0E1g000004Gh1XEAS,Computer storage device manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOntEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,33411A,Computer terminals and other computer peripheral equipment manufacturing,PurchasedGoodsServices,20.28659554,a0E1g000004Gh1XEAS,Computer terminals and other computer peripheral equipment manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnuEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334210,Telephone apparatus manufacturing,PurchasedGoodsServices,30.68258377,a0E1g000004Gh1XEAS,Telephone apparatus manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnvEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334220,Broadcast and wireless communications equipment,PurchasedGoodsServices,3.18127325,a0E1g000004Gh1XEAS,Broadcast and wireless communications equipment,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnwEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334290,Other communications equipment manufacturing,PurchasedGoodsServices,8.117665222,a0E1g000004Gh1XEAS,Other communications equipment manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnxEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334300,Audio and video equipment manufacturing,PurchasedGoodsServices,13.76443617,a0E1g000004Gh1XEAS,Audio and video equipment manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnyEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,33441A,Other electronic component manufacturing,PurchasedGoodsServices,6.29707467,a0E1g000004Gh1XEAS,Other electronic component manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqfEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Warehousing and storage,493000,Warehousing and storage,PurchasedGoodsServices,9.932378249,a0E1g000004Gh1XEAS,Warehousing and storage,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqgEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Publishing industries, except internet (includes software)",511110,Newspaper publishers,PurchasedGoodsServices,8.42480187,a0E1g000004Gh1XEAS,Newspaper publishers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqhEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Publishing industries, except internet (includes software)",511120,Periodical Publishers,PurchasedGoodsServices,0.669788949,a0E1g000004Gh1XEAS,Periodical Publishers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqiEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Publishing industries, except internet (includes software)",511130,Book publishers,PurchasedGoodsServices,0.614611088,a0E1g000004Gh1XEAS,Book publishers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqjEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Publishing industries, except internet (includes software)",5111A0,"Directory, mailing list, and other publishers",PurchasedGoodsServices,0.911181549,a0E1g000004Gh1XEAS,"Directory, mailing list, and other publishers",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqkEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Publishing industries, except internet (includes software)",511200,Software publishers,PurchasedGoodsServices,0.211766411,a0E1g000004Gh1XEAS,Software publishers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqlEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Motion picture and sound recording industries,512100,Motion picture and video industries,PurchasedGoodsServices,0.961223611,a0E1g000004Gh1XEAS,Motion picture and video industries,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqmEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Motion picture and sound recording industries,512200,Sound recording industries,PurchasedGoodsServices,1.779532918,a0E1g000004Gh1XEAS,Sound recording industries,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqnEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Broadcasting and telecommunications,515100,Radio and television broadcasting,PurchasedGoodsServices,1.734275459,a0E1g000004Gh1XEAS,Radio and television broadcasting,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqoEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Broadcasting and telecommunications,515200,Cable and other subscription programming,PurchasedGoodsServices,0.089236023,a0E1g000004Gh1XEAS,Cable and other subscription programming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqpEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Broadcasting and telecommunications,517110,Wired telecommunications carriers,PurchasedGoodsServices,0.941311318,a0E1g000004Gh1XEAS,Wired telecommunications carriers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOnzEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334413,Semiconductor and related device manufacturing,PurchasedGoodsServices,19.84334773,a0E1g000004Gh1XEAS,Semiconductor and related device manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo0EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334418,Printed circuit assembly (electronic assembly) manufacturing,PurchasedGoodsServices,4.947975969,a0E1g000004Gh1XEAS,Printed circuit assembly (electronic assembly) manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo1EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334510,Electromedical and electrotherapeutic apparatus manufacturing,PurchasedGoodsServices,2.431331572,a0E1g000004Gh1XEAS,Electromedical and electrotherapeutic apparatus manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo2EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334511,"Search, detection, and navigation instruments manufacturing",PurchasedGoodsServices,3.896676517,a0E1g000004Gh1XEAS,"Search, detection, and navigation instruments manufacturing",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo3EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334512,Automatic environmental control manufacturing,PurchasedGoodsServices,6.841980831,a0E1g000004Gh1XEAS,Automatic environmental control manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo4EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334513,Industrial process variable instruments manufacturing,PurchasedGoodsServices,4.151723983,a0E1g000004Gh1XEAS,Industrial process variable instruments manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo5EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334514,Totalizing fluid meter and counting device manufacturing,PurchasedGoodsServices,3.949418776,a0E1g000004Gh1XEAS,Totalizing fluid meter and counting device manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo6EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334515,Electricity and signal testing instruments manufacturing,PurchasedGoodsServices,2.82291128,a0E1g000004Gh1XEAS,Electricity and signal testing instruments manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo7EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334516,Analytical laboratory instrument manufacturing,PurchasedGoodsServices,3.295768281,a0E1g000004Gh1XEAS,Analytical laboratory instrument manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo8EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334517,Irradiation apparatus manufacturing,PurchasedGoodsServices,1.611595525,a0E1g000004Gh1XEAS,Irradiation apparatus manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOo9EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,33451A,"Watch, clock, and other measuring and controlling device manufacturing",PurchasedGoodsServices,3.162177492,a0E1g000004Gh1XEAS,"Watch, clock, and other measuring and controlling device manufacturing",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqqEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Broadcasting and telecommunications,517210,Wireless telecommunications carriers (except satellite),PurchasedGoodsServices,0.836546387,a0E1g000004Gh1XEAS,Wireless telecommunications carriers (except satellite),0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqrEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Broadcasting and telecommunications,517A00,"Satellite, telecommunications resellers, and all other telecommunications",PurchasedGoodsServices,0.563676599,a0E1g000004Gh1XEAS,"Satellite, telecommunications resellers, and all other telecommunications",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqsEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Data processing, internet publishing, and other information services",518200,"Data processing, hosting, and related services",PurchasedGoodsServices,0.475815961,a0E1g000004Gh1XEAS,"Data processing, hosting, and related services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqtEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Data processing, internet publishing, and other information services",5191A0,"News syndicates, libraries, archives and all other information services",PurchasedGoodsServices,2.449644557,a0E1g000004Gh1XEAS,"News syndicates, libraries, archives and all other information services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOquEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Data processing, internet publishing, and other information services",519130,Internet publishing and broadcasting and Web search portals,PurchasedGoodsServices,0.211940873,a0E1g000004Gh1XEAS,Internet publishing and broadcasting and Web search portals,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqvEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Federal Reserve banks, credit intermediation, and related activities",52A000,Monetary authorities and depository credit intermediation,Investments,3.689722137,a0E1g000004Gh1XEAS,Monetary authorities and depository credit intermediation,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqwEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Federal Reserve banks, credit intermediation, and related activities",522A00,Nondepository credit intermediation and related activities,Investments,11.61195449,a0E1g000004Gh1XEAS,Nondepository credit intermediation and related activities,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqxEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Securities, commodity contracts, and investments",523A00,Securities and commodity contracts intermediation and brokerage,Investments,0.592108606,a0E1g000004Gh1XEAS,Securities and commodity contracts intermediation and brokerage,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqyEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Securities, commodity contracts, and investments",523900,Other financial investment activities,Investments,0.54653398,a0E1g000004Gh1XEAS,Other financial investment activities,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOqzEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Insurance carriers and related activities,524100,Insurance carriers,PurchasedGoodsServices,0.221813781,a0E1g000004Gh1XEAS,Insurance carriers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoAEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer and electronic products,334610,Manufacturing and reproducing magnetic and optical media,PurchasedGoodsServices,19.29795277,a0E1g000004Gh1XEAS,Manufacturing and reproducing magnetic and optical media,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoBEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335110,Electric lamp bulb and part manufacturing,PurchasedGoodsServices,69.27262126,a0E1g000004Gh1XEAS,Electric lamp bulb and part manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoCEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335120,Lighting fixture manufacturing,CapitalGoods,18.56578747,a0E1g000004Gh1XEAS,Lighting fixture manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoDEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335210,Small electrical appliance manufacturing,CapitalGoods,13.5295875,a0E1g000004Gh1XEAS,Small electrical appliance manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
